No 10-K found for HMIN in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for FNET in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for FNET in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for ANW in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for ANW in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for ANW in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for OMTR in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for OMTR in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for CBLI in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for CBLI in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for CBLI in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for GRRF in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for GRRF in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for GRRF in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for MGG in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for MGG in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for GHS in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for GHS in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for JCG in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for UCO in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for UCO in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for UCO in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for VSUQ in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for VSUQ in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for VSUQ in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for GLS in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for GLS in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for GLS in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for TX in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for TX in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for TX in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for EFUT in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for EFUT in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for EFUT in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for XCOOQ in range [2009-01-01T00:00:00 TO 2010-01-01T00:00:00]
No 10-K found for XCOOQ in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for XCOOQ in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
No 10-K found for NSTR in range [2010-01-01T00:00:00 TO 2011-01-01T00:00:00]
No 10-K found for NSTR in range [2011-01-01T00:00:00 TO 2012-01-01T00:00:00]
